Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Blanck, M., Mankodi, S., Wesley, P., Tasket, R., Nelson, B.","7003737882; 6701503517; 56634383300; 16053937800; 57199668907","Evaluation of the plaque removal efficacy of two commercially available dental floss devices",2007,"Journal of Clinical Dentistry",18,"1",,1,6,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33947385342&partnerID=40&md5=0fdf887ae84dff9ceefdf5dfa87ac865",Article,Final,,Scopus,2-s2.0-33947385342
"White, D.J.","7404818417","Effect of a stannous fluoride dentifrice on plaque formation and removal: A digital plaque imaging study",2007,"Journal of Clinical Dentistry",18,"1",,21,24,,16,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33947425577&partnerID=40&md5=6258c39f720fb80b99b8348e2b669030",Article,Final,,Scopus,2-s2.0-33947425577
[No author name available],[No author name available],"Exposing the roots of tooth sensitivity.",2007,"Practical procedures &amp; aesthetic dentistry : PPAD",19,"2",,120,122,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34249726096&partnerID=40&md5=2cdfe163cb0ebecbc7bd9e3618cfe681",Article,Final,,Scopus,2-s2.0-34249726096
"Costa, M.R., Silva, V.C., Miqui, M.N., Sakima, T., Spolidorio, D.M.P., Cirelli, J.A.","16401108900; 16043493500; 16043399100; 24538162400; 9736089200; 6508015437","Efficacy of ultrasonic, electric and manual toothbrushes in patients with fixed orthodontic appliances",2007,"Angle Orthodontist",77,"2",,361,366,,29,10.2319/0003-3219(2007)077[0361:EOUEAM]2.0.CO;2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33947263591&partnerID=40&md5=d0bd02c4d6deb16c6d6f4614fbd14b02",Article,Final,,Scopus,2-s2.0-33947263591
"Youravong, N., Teanpaisan, R., Chongsuvivatwong, V., Geater, A.F., Dahlén, G.","8724052100; 6701815365; 7003394792; 7004282902; 54932846300","Microbiology in toothbrush samples from children exposed to lead in southern Thailand",2007,"Acta Odontologica Scandinavica",65,"1",,22,28,,4,10.1080/00016350600863782,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33846969590&partnerID=40&md5=79d184e9419fb331453eed3e49f48b0a",Article,Final,,Scopus,2-s2.0-33846969590
"Kishimoto, H., Urade, M.","7101633372; 7006009001","Mechanical tooth cleaning before chlorhexidine application [4]",2007,"American Journal of Respiratory and Critical Care Medicine",175,"4",,418,,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33847018117&partnerID=40&md5=7d087fa6e542caad915621507cdd118a",Letter,Final,,Scopus,2-s2.0-33847018117
"Hogan, L.M.E., Daly, C.G., Curtis, B.H.","15822251100; 7103281342; 18036689300","Comparison of new and 3-month-old brush heads in the removal of plaque using a powered toothbrush",2007,"Journal of Clinical Periodontology",34,"2",,130,136,,11,10.1111/j.1600-051X.2006.01022.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33846342515&partnerID=40&md5=f9ef12510937d943fd27927b66d8d083",Article,Final,,Scopus,2-s2.0-33846342515
"Hossain, A., Okawa, S., Miyakawa, O.","9842203300; 7006099170; 7004614738","Surface texture and composition of titanium brushed with toothpaste slurries of different pHs",2007,"Dental Materials",23,"2",,186,192,,14,10.1016/j.dental.2006.01.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33846060863&partnerID=40&md5=77d7e29ea3f1c82fa26e264e9f1faed2",Article,Final,,Scopus,2-s2.0-33846060863
"Selwitz, R.H., Ismail, A.I., Pitts, N.B.","6701671809; 7201548427; 7102489175","Dental caries",2007,"Lancet",369,"9555",,51,59,,1020,10.1016/S0140-6736(07)60031-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845876245&partnerID=40&md5=d03e0cb6667fd538a126cabdeb96291f",Review,Final,,Scopus,2-s2.0-33845876245
"Ishak, N., Watts, T.L.P.","56162842200; 7103338109","A comparison of the efficacy and ease of use of dental floss and interproximal brushes in a randomised split mouth trial incorporating an assessment of subgingival plaque",2007,"Oral Health and Preventive Dentistry",5,"1",,13,18,,18,10.3290/j.ohpd.a11953,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34147097842&partnerID=40&md5=03ac8a93182b34b4cc6c582541d20bfa",Article,Final,,Scopus,2-s2.0-34147097842
"Goh, H.H.","22834109900","Interspace/interdental brushes for oral hygiene in orthodontic patients with fixed appliances",2007,"Cochrane Database of Systematic Reviews",,"3", CD005410,,,,11,10.1002/14651858.CD005410.pub2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-44949242596&partnerID=40&md5=c66a44acb5abdda2abb80d6314886687",Review,Final,,Scopus,2-s2.0-44949242596
"Mourad, P.D., Roberts, F.A., McInnes, C.","7003506951; 7102523249; 7006495784","Synergistic use of ultrasound and sonic motion for removal of dental plaque bacteria.",2007,"Compendium of continuing education in dentistry (Jamesburg, N.J. : 1995)",28,"7",,354,358,,8,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34548189485&partnerID=40&md5=9761960231849dff28f7fa50dbbdb004",Article,Final,,Scopus,2-s2.0-34548189485
"Gonçalves, A.F., Rocha, R.O., Oliveira, M.D.M., Rodrigues, C.R.M.D.","16202363900; 24169511900; 7402586622; 7202508282","Clinical effectiveness of toothbrushes and toothbrushing methods of plaque removal on partially erupted occlusal surfaces",2007,"Oral Health and Preventive Dentistry",5,"1",,33,37,,12,10.3290/j.ohpd.a11956,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34147159550&partnerID=40&md5=f5ff52b0ebe4f66fb4842e163fd4e9d3",Article,Final,,Scopus,2-s2.0-34147159550
"Pires dos Santos, A.P., Séllos, M.C., Ramos, M.E.B., Soviero, V.M.","13204816100; 16203904800; 24832246800; 6506174387","Oral hygiene frequency and presence of visible biofilm in the primary dentition",2007,"Brazilian Oral Research",21,"1",,64,69,,11,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34147136268&partnerID=40&md5=76afd534028f28271066b24f13762955",Article,Final,,Scopus,2-s2.0-34147136268
"Costa, M.R., Marcantonio, R.A., Cirelli, J.A.","16401108900; 6701468028; 6508015437","Comparison of manual versus sonic and ultrasonic toothbrushes: a review.",2007,"International journal of dental hygiene",5,"2",,75,81,,11,10.1111/j.1601-5037.2007.00234.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34249722664&partnerID=40&md5=b54da113fdc2c6d92cefd8ddc958301d",Review,Final,,Scopus,2-s2.0-34249722664
"Shidara, E.K., McGlothlin, J.D., Kobayashi, S.","22935459400; 56675726300; 56307182600","A vicious cycle in the oral health status of schoolchildren in a primary school in rural Cambodia.",2007,"International journal of dental hygiene",5,"3",,165,173,,8,10.1111/j.1601-5037.2007.00254.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39149093066&partnerID=40&md5=115bb8115d3eeb9b956c7d1a51d9f039",Article,Final,,Scopus,2-s2.0-39149093066
"Auschill, T.M., Deimling, D., Hellwig, E., Arweiler, N.B.","6603040176; 18433316000; 7006284188; 6603812223","Antibacterial effect of two toothpastes following a single brushing",2007,"Oral Health and Preventive Dentistry",5,"1",,25,32,,4,10.3290/j.ohpd.a11955,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34147169851&partnerID=40&md5=06ef3f50f792ddd4f97ddbb99692dc76",Article,Final,,Scopus,2-s2.0-34147169851
"Checchi, L., Montevecchi, M., Gatto, R.M., Moreschi, A., Checchi, V.","7006806732; 6602267833; 7006490964; 8624494000; 15724396100","Clinical efficacy of two toothbrushes with different bristles.",2007,"International journal of dental hygiene",5,"4",,242,246,,9,10.1111/j.1601-5037.2007.00258.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38449116299&partnerID=40&md5=2400c750d920a4fca083dfea73035f0a",Article,Final,,Scopus,2-s2.0-38449116299
"Salles, A.E., Macedo, L.D., Fernandes, R.A., Silva-Lovato, C.H., Paranhos, H.F.","23475506400; 57201668445; 16309471400; 17346491900; 9734118900","Comparative analysis of biofilm levels in complete upper and lower dentures after brushing associated with specific denture paste and neutral soap.",2007,"Gerodontology",24,"4",,217,223,,31,10.1111/j.1741-2358.2007.00169.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38449120501&partnerID=40&md5=bb90e5adcd0ab00a0b384e76e8898500",Article,Final,,Scopus,2-s2.0-38449120501
"Zanin, L., De Castro Meneghim, M., Assaf, A.V., Cortellazzi, K.L., Pereira, A.C.","6701802236; 6603110227; 7005813569; 24167716600; 57209449016","Evaluation of an educational program for children with high risk of caries",2007,"Journal of Clinical Pediatric Dentistry",31,"4",,246,250,,11,10.17796/jcpd.31.4.e521842t26200h27,"https://www.scopus.com/inward/record.url?eid=2-s2.0-42949156744&partnerID=40&md5=7f24dbfcf8229ecfc8c67cc7f9b4c732",Article,Final,,Scopus,2-s2.0-42949156744
"Nobile, C.G.A., Fortunato, L., Pavia, M., Angelillo, I.F.","7006001207; 7003699979; 7005098718; 7005907244","Oral health status of male prisoners in Italy",2007,"International Dental Journal",57,"1",,27,35,,17,10.1111/j.1875-595X.2007.tb00115.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33847054023&partnerID=40&md5=0346370c7e6500432cc767e9ad6ed433",Article,Final,,Scopus,2-s2.0-33847054023
"Ikeda, M., Matin, K., Nikaido, T., Foxton, R.M., Tagami, J.","8551206600; 6603756411; 7102059723; 6701631008; 7005967527","Effect of surface characteristics on adherence of S. mutans biofilms to indirect resin composites",2007,"Dental Materials Journal",26,"6",,915,923,,43,10.4012/dmj.26.915,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949111545&partnerID=40&md5=76997081549368fee9836850103c0348",Article,Final,Open Access,Scopus,2-s2.0-38949111545
"Willumsen, T., Solemdal, K., Wenaasen, M., Ogaard, B.","6602906715; 23475363200; 23475942700; 7007055820","Stannous fluoride in dentifrice: an effective anti-plaque agent in the elderly?",2007,"Gerodontology",24,"4",,239,243,,7,10.1111/j.1741-2358.2007.00161.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38449101437&partnerID=40&md5=abf5f12c76d91a0bfcb6fdf2ebb2166d",Article,Final,,Scopus,2-s2.0-38449101437
"Ammari, A.B., Fung, D.E.","23471707900; 19533960500","Case report: Denys- Drash syndrome.",2007,"European archives of paediatric dentistry : official journal of the European Academy of Paediatric Dentistry",8,"4",,219,223,,,10.1007/BF03262601,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38449109800&partnerID=40&md5=e56c8488477b653550739f60a753e3dd",Article,Final,,Scopus,2-s2.0-38449109800
"Slot, D.E., Lindeboom, R., Rosema, N.A., Timmerman, M.F., van der Weijden, G.A.","16176381400; 57198310931; 56174075100; 7005589793; 7006452895","The effect of 0.12% chlorhexidine dentifrice gel on plaque accumulation: a 3-day non-brushing model.",2007,"International journal of dental hygiene",5,"1",,45,52,,9,10.1111/j.1601-5037.2007.00227.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34047170939&partnerID=40&md5=3f7045d97b6a0ef2d868accd8322d12e",Article,Final,,Scopus,2-s2.0-34047170939
"Renz, A., Ide, M., Newton, T., Robinson, P.G., Smith, D.","57197283379; 56195997700; 35606052400; 7403720193; 55605774662","Psychological interventions to improve adherence to oral hygiene instructions in adults with periodontal diseases",2007,"Cochrane Database of Systematic Reviews",,"2", CD005097,,,,93,10.1002/14651858.CD005097.pub2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-44949109131&partnerID=40&md5=28dbb48d9c355bb99c7d58b71ae09d81",Review,Final,,Scopus,2-s2.0-44949109131
"Zhang, R., Lin, H.C., Zhi, Q.H., Yang, J.Y., Tu, J.Z.","36116241400; 14631937800; 36144835200; 57206006128; 36144450400","A study on oral health behavior and other related factors between children with high dmft and no caries",2007,"Zhonghua kou qiang yi xue za zhi = Zhonghua kouqiang yixue zazhi = Chinese journal of stomatology",42,"5",,298,299,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954479725&partnerID=40&md5=d14342d9320674797125b7a8a47ab330",Article,Final,,Scopus,2-s2.0-77954479725
"Saito, T., Ueda, O., Ouryouji, K., Kawabata, H., Oguchi, H., Teramoto, S., Miyazawa, H.","57192972975; 7005809911; 26641993200; 57192970602; 57192973246; 57192972363; 36828509500","Detection of 6 periodontal bacteria in dental plaque samples from Japanese children",2007,"Pediatric Dental Journal",17,"2",,141,147,,,10.11411/pdj.17.141,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009577508&partnerID=40&md5=9757f522c138aa2328d8d001bb3ea35a",Article,Final,,Scopus,2-s2.0-85009577508
"Davies, R.M.","7404392702","The clinical efficacy of triclosan/copolymer and other common therapeutic approaches to periodontal health",2007,"Clinical Microbiology and Infection",13,"SUPPL. 4",,25,29,,14,10.1111/j.1469-0691.2007.01801.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34548169417&partnerID=40&md5=15fe89b7866e19191da9a403e0a30669",Review,Final,Open Access,Scopus,2-s2.0-34548169417
"Rassameemasmaung, S., Sirikulsathean, A., Amornchat, C., Hirunrat, K., Rojanapanthu, P., Gritsanapan, W.","6504706920; 7801335538; 6507580797; 16021650200; 6504147182; 8357203100","Effects of herbal mouthwash containing the pericarp extract of Garcinia mangostana L on halitosis, plaque and papillary bleeding index.",2007,"Journal of the International Academy of Periodontology",9,"1",,19,25,,26,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33847265007&partnerID=40&md5=47b78969624647b3cc976de13cb240c8",Article,Final,,Scopus,2-s2.0-33847265007
"Tomofuji, T., Sakamoto, T., Ekuni, D., Yamamoto, T., Watanabe, T.","6506536351; 7403624444; 6508375896; 55624472431; 57209557418","Location of proliferating gingival cells following toothbrushing stimulation",2007,"Oral Diseases",13,"1",,77,81,,4,10.1111/j.1601-0825.2006.01250.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33846006186&partnerID=40&md5=c8b84c4901a94977eb67303166cd8baa",Article,Final,,Scopus,2-s2.0-33846006186
"Nakano, K., Miyamoto, E., Nemoto, H., Nomura, R., Shintani, S., Ooshima, T.","7402011667; 36795348900; 14063775300; 7101883882; 35887028800; 55066406800","Clinical and microbiological evaluations of mandibular lateral incisor with radicular-gingival groove",2007,"Pediatric Dental Journal",17,"1",,93,99,,3,10.11411/pdj.17.93,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009541474&partnerID=40&md5=0b3b877fd52f8c84f86ac3aa0ca1cb53",Article,Final,,Scopus,2-s2.0-85009541474
"Rautemaa, R., Lauhio, A., Cullinan, M.P., Seymour, G.J.","6603102658; 6603705916; 7004069335; 7102909412","Oral infections and systemic disease - An emerging problem in medicine",2007,"Clinical Microbiology and Infection",13,"11",,1041,1047,,69,10.1111/j.1469-0691.2007.01802.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-35148869655&partnerID=40&md5=d8e9a808fe503d38f7ffbf0e0c906012",Review,Final,Open Access,Scopus,2-s2.0-35148869655
"Menezes, S.M.S., Cordeiro, L.N., Viana, G.S.B.","15729710500; 15729313700; 35596632900","Punica granatum (pomegranate) extract is active against dental plaque",2006,"Journal of Herbal Pharmacotherapy",6,"2",,79,92,,84,10.1300/J157v06n02_07,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845711624&partnerID=40&md5=59e82bbd53e50d617cd500bdb3a6539f",Article,Final,,Scopus,2-s2.0-33845711624
"Van Foreest, A.","7006015342","Professional teeth cleaning is more than plaque removal | Veterinaire tandheelkunde 25: Professionele gebitsreiniging is wat anders dan tandsteen verwijderen - Rondbeltarieven of een verrichtingenlijst?",2006,"Tijdschrift voor Diergeneeskunde",131,"24",,920,923,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33846600555&partnerID=40&md5=0e48a72e55785c7e4b075c5ef9c478f3",Review,Final,,Scopus,2-s2.0-33846600555
"Harpenau, L., Meyers, G., Lyon, C., Chambers, D., Lundergan, W.","14070249100; 57198019565; 35269706200; 54790567900; 6602953284","Blinded clinical evaluation of a new manual toothbrush",2006,"Journal of Clinical Dentistry",17,"1",,1,4,,7,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33747421003&partnerID=40&md5=919c248b5dd49e2d62119a8a151326dc",Article,Final,,Scopus,2-s2.0-33747421003
"White, D.J., Kozak, K.M., Baker, R., Saletta, L.","7404818417; 7006453815; 56910693200; 14070483500","Plaque formation and removal assessed in vivo in a novel repeated measures imaging methodology",2006,"Journal of Clinical Dentistry",17,"1",,22,26,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33747427332&partnerID=40&md5=353ce5358bd742af010eb875004c6e35",Article,Final,,Scopus,2-s2.0-33747427332
"Spitz, A.S., Weber-Gasparoni, K., Kanellis, M.J., Qian, F.","15119397900; 14523991300; 7003325929; 7102632056","Child temperament and risk factors for early childhood caries",2006,"Journal of Dentistry for Children",73,"2",,98,104,,27,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33750115792&partnerID=40&md5=dea1fb0279a42e02ffad54afd39f7872",Article,Final,,Scopus,2-s2.0-33750115792
"Schiff, T., Proskin, H.M., Zhang, Y.P., Petrone, M., DeVizio, W.","7003529315; 7006416825; 56668806000; 16936431500; 7005240533","A clinical investigation of the efficacy of three different treatment regimens for the control of plaque and gingivitis",2006,"Journal of Clinical Dentistry",17,"5",,138,144,,16,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845959939&partnerID=40&md5=866cd9170ccae3249f45e1f22cb3496c",Article,Final,,Scopus,2-s2.0-33845959939
"Wolff, D., Joerss, D., Rau, P., Dörfer, C.E.","8594063000; 15080737800; 57200886202; 7003800163","In vitro cleaning efficacy and resistance to insertion test of interdental brushes",2006,"Clinical Oral Investigations",10,"4",,297,304,,5,10.1007/s00784-006-0068-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33751512433&partnerID=40&md5=1df585e8ba504a478907dd6692a98fce",Article,Final,,Scopus,2-s2.0-33751512433
"Robinson, P.G., Walmsley, A.D., Heanue, M., Deacon, S., Deery, C., Glenny, A.M., Worthington, H., Shaw, W.","7403720193; 7103287712; 8115751000; 23975560400; 7003925900; 7004684536; 7102322448; 7202632963","Quality of trials in a systematic review of powered toothbrushes: Suggestions for future clinical trials",2006,"Journal of Periodontology",77,"12",,1944,1953,,19,10.1902/jop.2006.050349,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845727188&partnerID=40&md5=6e8395bebec67a757bcdf3c90186b6ed",Review,Final,,Scopus,2-s2.0-33845727188
"Gonçalves, P.F., Gurgel, B.C.V., Pimentel, S.P., Sallum, E.A., Sallum, A.W., Casati, M.Z., Nociti Jr., F.H.","7102980975; 14063236800; 6602834137; 7003395367; 7004062333; 35567766200; 7005323635","Effect of two different approaches for root decontamination on new cementum formation following guided tissue regeneration: A histomorphometric study in dogs",2006,"Journal of Periodontal Research",41,"6",,535,540,,16,10.1111/j.1600-0765.2006.00902.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33750455087&partnerID=40&md5=96005adb06d543ef7d2246753af41f29",Article,Final,,Scopus,2-s2.0-33750455087
"Spivakovsky, S., Toppin, J., Keenan, A., Lo, D., McCutcheon, J.A.","20735908500; 6504596142; 15755663900; 57205848954; 7006067110","Plaque removal with a novel rubber chewing wheel device: Results of a randomized clinical trial",2006,"Journal of Clinical Dentistry",17,"5",,145,148,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845953652&partnerID=40&md5=12f8690a32831804eb16a397831fe5dd",Article,Final,,Scopus,2-s2.0-33845953652
"Martignon, S., González, M.C., Santamaráa, R.M., Jácome-Liévano, S., Munoz, Y., Moreno, P.","16175516900; 56911150600; 53876472400; 16175191900; 50961433300; 57197888914","Oral-health workshop targeted at 0-5-yr. old deprived children's parents and caregivers: Effect on knowledge and practices",2006,"Journal of Clinical Pediatric Dentistry",31,"2",,104,108,,8,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34047115311&partnerID=40&md5=df1c11f1f30228dd4166d6ea29558cec",Article,Final,,Scopus,2-s2.0-34047115311
"Law, V., Seow, W.K.","14015924800; 35498028600","A longitudinal controlled study of factors associated with mutans streptococci infection and caries lesion initiation in children 21 to 72 months old",2006,"Pediatric Dentistry",28,"1",,58,65,,27,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33745145506&partnerID=40&md5=dab9b475fb6051979dac50924788e463",Article,Final,,Scopus,2-s2.0-33745145506
"Pessan, J.P., Sicca, C.M., De Souza, T.S., Da Silva, S.M.B., Whitford, G.M., Buzalaf, M.A.R.","8651834800; 15137158700; 15135043400; 8651834400; 7005903713; 6601915238","Fluoride concentrations in dental plaque and saliva after the use of a fluoride dentifrice preceded by a calcium lactate rinse",2006,"European Journal of Oral Sciences",114,"6",,489,493,,32,10.1111/j.1600-0722.2006.00409.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845460628&partnerID=40&md5=f826d5b72b1629f19d085b066334f5ef",Article,Final,,Scopus,2-s2.0-33845460628
"Cummins, D.","7005385870","The impact of research and development on the prevention of oral diseases in children and adolescents: An industry perspective",2006,"Pediatric Dentistry",28,"2",,118,127,,10,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33745032862&partnerID=40&md5=02dd5fc22a45f0b74a3859390f1d8c5e",Conference Paper,Final,,Scopus,2-s2.0-33745032862
"Meurman, J.H., Hämäläinen, P., Janket, S.-J.","7006469347; 6701577597; 6602828150","Oral infections in older adults",2006,"Aging Health",2,"6",,1013,1023,,,10.2217/1745509X.2.6.1013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845873612&partnerID=40&md5=2c412e59be6d68b0aa85c5bb1f50a1b1",Review,Final,,Scopus,2-s2.0-33845873612
"Offenbacher, S., Lin, D., Strauss, R., McKaig, R., Irving, J., Barros, S.P., Moss, K., Barrow, D.A., Hefti, A., Beck, J.D.","7005686120; 8510807300; 8107697500; 6602545955; 15750595900; 7006913226; 8728879000; 7103372790; 35597381200; 7403531870","Effects of periodontal therapy during pregnancy on periodontal status, biologic parameters, and pregnancy outcomes: A pilot study",2006,"Journal of Periodontology",77,"12",,2011,2024,,140,10.1902/jop.2006.060047,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845730029&partnerID=40&md5=cc30e66aee7dca87d8ec02941921dc93",Article,Final,,Scopus,2-s2.0-33845730029
"Montén, U., Wennström, J.L., Ramberg, P.","15058030700; 7004997586; 6701351939","Periodontal conditions in male adolescents using smokeless tobacco (moist snuff)",2006,"Journal of Clinical Periodontology",33,"12",,863,868,,32,10.1111/j.1600-051X.2006.01005.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33750835303&partnerID=40&md5=ac9ceb622fd36c04b88d812a5b572140",Article,Final,,Scopus,2-s2.0-33750835303
"Öhlund, I., Holgerson, P.L., Bäckman, B., Lind, T., Hernell, O., Johansson, I.","24073700700; 6504611718; 7003879850; 7102166655; 7004403206; 7102079367","Diet intake and caries prevalence in four-year-old children living in a low-prevalence country",2006,"Caries Research",41,"1",,26,33,,25,10.1159/000096102,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845795323&partnerID=40&md5=8d7fb6dd56d54e5af23e6280e812b22d",Article,Final,,Scopus,2-s2.0-33845795323
"Tascón, J.E., Giraldo, J.C., Marid, A., Gallego, M. del P.","13009004200; 36598175400; 36598634100; 36598135300","Price and the efficacy of the polytetrafluoroethylene (PTFE) tape for the removal of the proximal dental biofilm compared to the common nylon dental floss in adolescents and young adults | Valor comercial y eficacia de la cinta de politetrafluoretileno (PTFE) para la remoción de la biopelícula dental interproximal comparado con la seda dental de nylon en adolescentes y adultos jóvenes",2006,"Colombia Medica",37,"4",,287,292,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845228959&partnerID=40&md5=016dffb8aab355f97f67e7e43f12c5a6",Article,Final,,Scopus,2-s2.0-33845228959
"Cugini, M., Thompson, M., Warren, P.R.","57188834114; 8978896300; 7201608431","Correlations between two plaque indices in assessment of toothbrush effectiveness",2006,"Journal of Contemporary Dental Practice",7,"5",,001,009,,23,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33750940766&partnerID=40&md5=ac819595b49c1995dcf4ed8b52e9069f",Article,Final,,Scopus,2-s2.0-33750940766
"Sabater Recolons, Ma.D.M., López López, J., Rodríguez De Rivera Campillo, Ma.E., Chimenos Küstner, E., Conde Vidal, J.M.","23498988200; 57209059142; 8547754800; 6601974427; 6602170501","Buccodental health and oral mucositis. Clinical study in patients with hematological diseases | Estado buco-dental y mucositis oral. Estudio clínico en pacientes con enfermedades hematológicas",2006,"Medicina Oral, Patologia Oral y Cirugia Bucal",11,"5",,300,305,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33750690486&partnerID=40&md5=86084e0878258f7311e848a9e10a01eb",Article,Final,,Scopus,2-s2.0-33750690486
"Magne, P., Cascione, D.","7005064867; 9738021700","Influence of post-etching cleaning and connecting porcelain on the microtensile bond strength of composite resin to feldspathic porcelain",2006,"Journal of Prosthetic Dentistry",96,"5",,354,361,,41,10.1016/j.prosdent.2006.09.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33750738854&partnerID=40&md5=35fd20be1a83b7d3283c8a328aea8341",Article,Final,,Scopus,2-s2.0-33750738854
"Kirtiloǧlu, T., Yavuz, U.S.","7801652658; 16302342000","An assessment of oral self-care in the student population of a Turkish university",2006,"Public Health",120,"10",,953,957,,17,10.1016/j.puhe.2006.05.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33749268372&partnerID=40&md5=413e913fc19220938b34054ac83facb3",Article,Final,,Scopus,2-s2.0-33749268372
"Sasan, D., Thomas, B., Bhat, M., Aithal, K., Ramesh, P.","15923628700; 36796971500; 7102555549; 6603803398; 15923568200","Toothbrush selection: A dilemma?",2006,"Indian Journal of Dental Research",17,"4",,167,170,,7,10.4103/0970-9290.29869,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33847132389&partnerID=40&md5=8eb0f78613e1dcf0b5b9c2772dc42bf3",Article,Final,,Scopus,2-s2.0-33847132389
"Julihn, A., Agholme, M.B., Grindefjord, M., Modéer, T.","24401164800; 6602371132; 6602601218; 7007069650","Risk factors and risk indicators associated with high caries experience in Swedish 19-year-olds",2006,"Acta Odontologica Scandinavica",64,"5",,267,273,,45,10.1080/00016350600613534,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33748429597&partnerID=40&md5=7f623031f61a87d47662aee210409f08",Article,Final,,Scopus,2-s2.0-33748429597
"Li, Y., Saxena, D., Barnes, V.M., Trivedi, H.M., Ge, Y., Xu, T.","7502084146; 36769802300; 7007007227; 7006536943; 7201735708; 56682388600","Polymerase chain reaction-based denaturing gradient gel electrophoresis in the evaluationof oral microbiota",2006,"Oral Microbiology and Immunology",21,"5",,333,339,,24,10.1111/j.1399-302X.2006.00301.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33747617777&partnerID=40&md5=ad9a89f2d6ce5af6a7bd8782f62c3d5d",Article,Final,,Scopus,2-s2.0-33747617777
"Witt, J., Bsoul, S., He, T., Gibb, R., Dunavent, J., Hamilton, A.","8953251000; 35568888400; 12761613300; 57207509155; 8963033200; 36871314200","The effect of toothbrushing regimens on the plaque inhibitory properties of an experimental cetylpyridinium chloride mouthrinse",2006,"Journal of Clinical Periodontology",33,"10",,737,742,,12,10.1111/j.1600-051X.2006.00974.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33748290178&partnerID=40&md5=88153d6387fbef30a891212d7ad636ca",Article,Final,,Scopus,2-s2.0-33748290178
